,coef,std_err,p_value,ci_2.5%,ci_97.5%,odds_ratio,or_ci_2.5%,or_ci_97.5%
const,15.080508851140726,6.058330660439234,0.012802425207916865,3.2063989502450685,26.95461875203638,3543086.6886800276,24.6900159716694,508442898453.6126
recent_goals_against_per_match,-0.8426688840462007,0.49214351412605223,0.08685204698883837,-1.8072524469582425,0.12191467886584106,0.43055987425813097,0.16410440350664152,1.1296577139910502
opp_elo_mean,-0.011128963688264805,0.0045891349193785584,0.015305524671390658,-0.020123502850441906,-0.0021344245260877057,0.9889327341383918,0.9800776234517575,0.9978678517381483
opp_elo_max,0.0020503906026671636,0.0028560920227391137,0.4728184859541653,-0.0035474468984336522,0.007648228103767979,1.0020524940908908,0.9964588378575059,1.0076775505074729
host_team_flag,1.4188477180016688,1.1682297736540743,0.224546181457687,-0.8708405640276964,3.708536000031034,4.132356056327238,0.41859954160919877,40.794040315043546
log_gdp_per_capita_pre,0.21016683135531727,0.1702995755609038,0.2171653697265642,-0.12361420332651174,0.5439478660371463,1.2338838933087621,0.8837207116359634,1.7227948175485888
confed_CAF,-0.5171810869665333,0.6392253886020006,0.41847218218344384,-1.7700398266300748,0.7356776526970082,0.5961988140232269,0.17032620517155989,2.086895703950398
confed_CONCACAF,0.5305988989359062,0.5711501913560548,0.3528887495475568,-0.5888349058851213,1.6500327037569336,1.6999501021176588,0.5549735045720321,5.20715011776703
