k,features,val_AUC,val_Accuracy,val_TN,val_FP,val_FN,val_TP
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.921875,0.84375,12,4,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.91796875,0.8125,11,5,1,15
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.9140625,0.875,13,3,1,15
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.9140625,0.875,13,3,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.9140625,0.84375,12,4,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.9140625,0.84375,12,4,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.9140625,0.84375,14,2,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.9140625,0.8125,11,5,1,15
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.9140625,0.8125,11,5,1,15
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.9140625,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.91015625,0.84375,12,4,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.91015625,0.78125,11,5,2,14
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.91015625,0.75,10,6,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.90625,0.875,13,3,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.90625,0.84375,13,3,2,14
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.90625,0.78125,11,5,2,14
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.90234375,0.90625,14,2,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.90234375,0.875,14,2,2,14
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.90234375,0.84375,14,2,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.90234375,0.84375,14,2,3,13
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.90234375,0.84375,12,4,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.90234375,0.8125,12,4,2,14
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.90234375,0.8125,11,5,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.90625,14,2,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.90625,14,2,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.90625,14,2,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.90625,14,2,1,15
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.875,14,2,2,14
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.875,14,2,2,14
5,"['recent_goals_against_per_match', 'opp_elo_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.8984375,0.84375,12,4,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.8984375,0.84375,12,4,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.8984375,0.84375,13,3,2,14
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.84375,13,3,2,14
7,"['recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.8984375,0.84375,13,3,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8984375,0.84375,13,3,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.84375,13,3,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.8984375,0.84375,12,4,1,15
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.8984375,0.8125,12,4,2,14
7,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.8984375,0.8125,13,3,3,13
7,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.8984375,0.8125,13,3,3,13
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.8984375,0.8125,13,3,3,13
7,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.8984375,0.8125,13,3,3,13
7,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.8984375,0.8125,13,3,3,13
8,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.8984375,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.8984375,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.8984375,0.8125,11,5,1,15
8,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
8,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.8984375,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.8984375,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
9,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.8984375,0.8125,13,3,3,13
9,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.8125,13,3,3,13
11,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.8125,11,5,1,15
5,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF']",0.8984375,0.78125,11,5,2,14
8,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.8984375,0.78125,13,3,4,12
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.8984375,0.78125,11,5,2,14
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.78125,11,5,2,14
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8984375,0.75,10,6,2,14
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.90625,14,2,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.875,14,2,2,14
7,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.84375,14,2,3,13
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.84375,12,4,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.84375,13,3,2,14
7,"['opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.84375,14,2,3,13
8,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.84375,14,2,3,13
8,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.84375,14,2,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.84375,13,3,2,14
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.84375,14,2,3,13
5,"['recent_goals_against_per_match', 'opp_elo_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.89453125,0.8125,12,4,2,14
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,11,5,1,15
7,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag']",0.89453125,0.8125,13,3,3,13
7,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,11,5,1,15
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,11,5,1,15
7,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.89453125,0.8125,13,3,3,13
8,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.8125,13,3,3,13
8,"['recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL']",0.89453125,0.8125,12,4,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.89453125,0.8125,12,4,2,14
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.8125,12,4,2,14
8,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.8125,13,3,3,13
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.8125,13,3,3,13
9,"['recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.8125,12,4,2,14
9,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.89453125,0.8125,13,3,3,13
10,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.89453125,0.8125,11,5,1,15
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.89453125,0.8125,13,3,3,13
6,"['group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.89453125,0.78125,13,3,4,12
7,"['opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.89453125,0.78125,13,3,4,12
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.89453125,0.78125,13,3,4,12
