k,features,val_AUC,val_Accuracy,val_TN,val_FP,val_FN,val_TP
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.88671875,0.8125,13,3,3,13
11,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
11,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
11,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
12,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.88671875,0.8125,13,3,3,13
12,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
12,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
12,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
12,"['team_elo_pre', 'recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
12,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
12,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
12,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
13,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.8125,13,3,3,13
13,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.8125,13,3,3,13
4,"['opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
5,"['team_elo_pre', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
5,"['team_elo_pre', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
5,"['opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
5,"['elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
6,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre']",0.88671875,0.78125,13,3,4,12
6,"['team_elo_pre', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
6,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre']",0.88671875,0.78125,13,3,4,12
6,"['recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.88671875,0.78125,11,5,2,14
6,"['opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
6,"['group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,14,2,5,11
7,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre']",0.88671875,0.78125,13,3,4,12
7,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.88671875,0.78125,13,3,4,12
7,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
7,"['team_elo_pre', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,14,2,5,11
7,"['recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
7,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,11,5,2,14
7,"['group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,14,2,5,11
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CONCACAF']",0.88671875,0.78125,13,3,4,12
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
8,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
8,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
8,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
8,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'recent_win_rate', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
9,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
9,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
9,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
9,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
10,"['team_elo_pre', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,13,3,4,12
10,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
10,"['team_elo_pre', 'recent_goals_against_per_match', 'opp_elo_mean', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,14,2,5,11
10,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
10,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
10,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
10,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
10,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,12,4,3,13
10,"['opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL']",0.88671875,0.78125,13,3,4,12
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
11,"['team_elo_pre', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,13,3,4,12
11,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
11,"['team_elo_pre', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
11,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
11,"['recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC']",0.88671875,0.78125,13,3,4,12
11,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
11,"['recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.88671875,0.78125,12,4,3,13
