"model","term","estimate_mean","estimate_sd","odds_ratio_mean"
"ridge_loyo_ensemble","(Intercept)",-1.31858990727211,0.172244989187069,0.267512253218166
"ridge_loyo_ensemble","recent_win_rate",0.786428441435065,0.147481049953951,2.1955409034581
"ridge_loyo_ensemble","host_team_flag",0.632271736227613,0.166024755412682,1.88188086388224
"ridge_loyo_ensemble","confederationAFC",-0.478228704043712,0.108923632684174,0.619880411612415
"ridge_loyo_ensemble","confederationCAF",-0.371275927013545,0.0450873599701841,0.689853566060859
"ridge_loyo_ensemble","log_gdp_per_capita_pre",0.109467043353622,0.0168346665780978,1.11568330114922
"ridge_loyo_ensemble","confederationCONCACAF",0.0533436822251073,0.0780371908945805,1.05479209612643
"ridge_loyo_ensemble","confederationUEFA",0.0170583289328467,0.0834195365870423,1.01720465305677
"ridge_loyo_ensemble","elo_gap_vs_opp_mean",0.00196984146663887,0.000303764826033759,1.00197178287889
